cliente_codigo	codigo	codigocolaborador	datainicio	datalancamento	dataproximarevisao	datarenovacao	dataterminoprevisto	dataultimaatualizacao	diasporsemana	emrevisaoprofessor	genero	idoperacaoemmassa	isgeradoporia	nivel_codigo	nome	nrtreinosrealizados	predefinido	professorcarteira_codigo	professormontou_codigo	programatreinorenovacao	programatreinorenovado	situacao	totalaulasprevistas	treinorapido	versao	_chave
628	14973		2024-04-26 00:00:00.0	2024-04-26 10:56:50.774	2024-05-03 00:00:00.0		2024-06-07 00:00:00.0		6	false			false		PROG 2604241056	9		87	134			0	36		15	b3c787b3459ac48df1921ab2f20c970
11681	14405		2024-02-02 00:00:00.0	2024-02-02 13:32:59.896	2024-02-09 00:00:00.0		2024-03-15 00:00:00.0		5	false			false		TREINO			125	125			0	30		2	b3c787b3459ac48df1921ab2f20c970
485	15361		2024-05-31 00:00:00.0	2024-05-31 07:41:06.136	2024-06-07 00:00:00.0		2024-07-12 00:00:00.0		5	false			false		treina só			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
11935	14833		2024-04-02 00:00:00.0	2024-04-02 15:45:48.856	2024-04-09 00:00:00.0		2024-05-14 00:00:00.0		5	false			false		TREINO	1		98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
	15371			2024-05-31 16:34:29.052					5	false			false		PROG 3105241623		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
	14862			2024-04-10 18:32:24.533					5	false			false		CS 09/04		true		130			0	36		1	b3c787b3459ac48df1921ab2f20c970
10564	14869		2024-04-10 00:00:00.0	2024-04-10 19:59:47.222	2024-04-17 00:00:00.0		2024-05-22 00:00:00.0		5	false			false		Hipertrofia			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
10043	14648		2024-03-07 00:00:00.0	2024-03-07 20:31:21.786	2024-03-14 00:00:00.0		2024-04-18 00:00:00.0		5	false			false		PROG 0305231704	3		130	130			0	30		2	b3c787b3459ac48df1921ab2f20c970
8550	14936		2024-04-22 00:00:00.0	2024-04-19 21:15:46.066	2024-04-29 00:00:00.0		2024-06-03 00:00:00.0		5	false			false		PROG 2204240000			130	51			0	30		75	b3c787b3459ac48df1921ab2f20c970
2372	14896		2024-05-18 00:00:00.0	2024-04-15 14:41:19.972	2024-05-27 00:00:00.0		2024-06-29 00:00:00.0		5	false			false		PROG 0504240840			129	98	14844		0	30		2	b3c787b3459ac48df1921ab2f20c970
132	509		2016-09-10 00:00:00.0	2016-09-06 17:18:07.291	2016-09-19 00:00:00.0	2016-10-14 17:23:48.665	2016-10-15 00:00:00.0			false			false		HIPERTROFIA	6		94		268	804	0			620	b3c787b3459ac48df1921ab2f20c970
12451	14921		2024-04-17 00:00:00.0	2024-04-17 15:53:39.618	2024-04-24 00:00:00.0		2024-05-29 00:00:00.0		5	false			false		PROG 1704241553	1		129	129			0	30		28	b3c787b3459ac48df1921ab2f20c970
12416	14907		2024-04-16 00:00:00.0	2024-04-16 07:59:20.462	2024-04-23 00:00:00.0		2024-06-05 00:00:00.0		5	false			false		HIPER/FEM			87	87			0	36		2	b3c787b3459ac48df1921ab2f20c970
	14928			2024-04-18 17:02:53.542					5	false			false		ER 15/04		true		130			0	36		1	b3c787b3459ac48df1921ab2f20c970
11636	14917		2024-04-17 00:00:00.0	2024-04-17 14:26:51.084	2024-04-24 00:00:00.0		2024-05-29 00:00:00.0		5	false			false		hipertrofia			98	134			0	30		2	b3c787b3459ac48df1921ab2f20c970
12127	14764		2024-03-21 00:00:00.0	2024-03-21 14:41:19.785	2024-03-28 00:00:00.0		2024-05-02 00:00:00.0		5	false			false		hipertrofia	6		98	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
12672	15398		2024-06-25 21:00:00.544	2024-06-03 21:35:32.458	2024-07-02 21:00:00.544		2024-07-16 21:00:00.544		2	false			false		Fase 2			129	1			0	12		7	b3c787b3459ac48df1921ab2f20c970
11133	14815		2024-04-02 00:00:00.0	2024-04-02 07:33:53.019	2024-04-09 00:00:00.0		2024-05-14 00:00:00.0		5	false			false		hipertrofia	8		87	87			0	30		75	b3c787b3459ac48df1921ab2f20c970
2023	14963		2024-04-25 00:00:00.0	2024-04-25 17:01:48.965	2024-05-02 00:00:00.0		2024-06-07 00:00:00.0		5	false			false		PROG 2604240000			129	129			0	31		21	b3c787b3459ac48df1921ab2f20c970
12115	15321		2024-05-27 00:00:00.0	2024-05-27 08:00:40.974	2024-06-03 00:00:00.0		2024-07-08 00:00:00.0		3	false			false		Hipertrofia			134	134			0	18		2	b3c787b3459ac48df1921ab2f20c970
12068	15287		2024-05-23 00:00:00.0	2024-05-23 06:18:59.439	2024-05-30 00:00:00.0		2024-07-04 00:00:00.0		5	false			false		PROG 2305240618			87	87			0	30		13	b3c787b3459ac48df1921ab2f20c970
12117	15303		2024-05-24 00:00:00.0	2024-05-24 14:52:57.844	2024-05-31 00:00:00.0		2024-07-05 00:00:00.0		5	false			false		hipertrofia			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
11133	15317		2024-05-27 00:00:00.0	2024-05-27 06:06:16.012	2024-06-03 00:00:00.0		2024-07-08 00:00:00.0		6	false			false		PROG 2705240606	1		87	87			0	36		25	b3c787b3459ac48df1921ab2f20c970
12552	15405		2024-06-05 16:23:49.161	2024-06-05 16:23:59.998	2024-06-12 00:00:00.0		2024-06-25 21:00:00.161		2	false			false		Fase 1			134	1			0	12		6	b3c787b3459ac48df1921ab2f20c970
9967	15329		2024-05-27 00:00:00.0	2024-05-27 16:39:14.539	2024-06-03 00:00:00.0		2024-07-08 00:00:00.0		5	false			false		Lindalva			129	129			0	30		2	b3c787b3459ac48df1921ab2f20c970
11788	14972		2024-04-25 00:00:00.0	2024-04-25 20:29:00.058	2024-05-02 00:00:00.0		2024-06-06 00:00:00.0		6	false			false		BORA SECAR	0		134	134			0	36		84	b3c787b3459ac48df1921ab2f20c970
	15430			2024-06-07 17:15:48.937					5	false			false		PROG 0606241627		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
12356	14667		2024-03-13 00:00:00.0	2024-03-13 16:57:57.541	2024-03-20 00:00:00.0		2024-05-02 00:00:00.0		5	false			false		Treino Arthur	15		129	129			0	36		113	b3c787b3459ac48df1921ab2f20c970
12663	15358		2024-05-29 00:00:00.0	2024-05-29 20:40:25.925	2024-06-05 00:00:00.0		2024-07-18 00:00:00.0		5	false			false		NATHY 1				51			0	36		2	b3c787b3459ac48df1921ab2f20c970
10172	15401		2024-06-04 00:00:00.0	2024-06-04 13:06:54.863	2024-06-11 00:00:00.0		2024-07-24 00:00:00.0		5	false			false		hipertrofia	1		98	98			0	36		50	b3c787b3459ac48df1921ab2f20c970
12384	15345		2024-06-18 00:00:00.0	2024-05-27 21:11:29.623	2024-06-25 21:00:00.801		2024-07-09 00:00:00.0			false			true		Fase 2			129				0			11	b3c787b3459ac48df1921ab2f20c970
1001	10139		2022-08-02 00:00:00.0	2022-08-02 16:32:08.299	2022-08-09 00:00:00.0		2022-09-13 00:00:00.0		5						PROG 2705211922			97	97			0	30		2	b3c787b3459ac48df1921ab2f20c970
9429	9826		2022-06-01 00:00:00.0	2022-06-03 20:54:08.176	2022-08-03 00:00:00.0		2022-09-07 00:00:00.0		5						hipertrofia	18		98	114	8223		0	70		16	b3c787b3459ac48df1921ab2f20c970
1274	10876		2022-11-21 00:00:00.0	2022-11-21 12:30:43.652	2022-11-28 00:00:00.0		2023-01-02 00:00:00.0		5						HiperMasc			122	122			0	30		5	b3c787b3459ac48df1921ab2f20c970
8498	9768		2022-05-26 00:00:00.0	2022-05-26 15:50:22.178	2022-06-02 00:00:00.0		2022-07-07 00:00:00.0		5						PROG 3003221828			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
11154	10599		2022-10-05 00:00:00.0	2022-10-05 15:20:49.69	2022-10-12 00:00:00.0		2022-11-16 00:00:00.0		5						PROG 0510221520			97	97			0	30		26	b3c787b3459ac48df1921ab2f20c970
1388	9818		2022-06-03 00:00:00.0	2022-06-03 06:46:45.212	2022-06-10 00:00:00.0		2022-07-15 00:00:00.0		5						PROG 0402221859			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10404	10125		2022-08-01 00:00:00.0	2022-08-01 06:11:05.863	2022-08-08 00:00:00.0		2022-09-12 00:00:00.0		5						PROG 0108220611			116	87			0	30		19	b3c787b3459ac48df1921ab2f20c970
	15402			2024-06-04 16:13:32.785					6	false			false		ABCDE		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
9845	15407		2024-06-06 00:00:00.0	2024-06-06 15:57:30.839	2024-06-13 00:00:00.0		2024-07-26 00:00:00.0		5	false			false		hipertrofia	9		98	98			0	36		22	b3c787b3459ac48df1921ab2f20c970
12660	15395		2024-06-03 00:00:00.0	2024-06-03 20:54:43.134	2024-06-10 00:00:00.0		2024-07-23 00:00:00.0		5	false			false		NATHY 1	2		138	51			0	36		4	b3c787b3459ac48df1921ab2f20c970
3335	15391		2024-06-10 00:00:00.0	2024-06-03 19:23:11.433	2024-06-17 21:00:00.751		2024-06-17 00:00:00.0			false			true		Fase 2			94				0			10	b3c787b3459ac48df1921ab2f20c970
12659	15423		2024-06-06 00:00:00.0	2024-06-06 18:59:16.154	2024-06-13 00:00:00.0		2024-07-18 00:00:00.0		2	false			false		PROG 0606241859	2		129	129			0	12		27	b3c787b3459ac48df1921ab2f20c970
5204	15400		2024-06-04 00:00:00.0	2024-06-04 10:40:54.418	2024-06-11 00:00:00.0		2024-07-16 00:00:00.0		5	false			false		PROG 0406241040	13		87	134			0	30		33	b3c787b3459ac48df1921ab2f20c970
12122	15425		2024-06-07 00:00:00.0	2024-06-07 13:14:17.476	2024-06-14 00:00:00.0		2024-07-27 00:00:00.0		5	false			false		hipertrofia	7		94	134			0	36		41	b3c787b3459ac48df1921ab2f20c970
12227	15424		2024-06-07 00:00:00.0	2024-06-07 06:45:51.99	2024-06-14 00:00:00.0		2024-07-19 00:00:00.0		5	false			false		PROG 0706240645	9		134	134			0	30		19	b3c787b3459ac48df1921ab2f20c970
12693	15426		2024-06-07 16:20:31.788	2024-06-07 16:20:40.693	2024-06-14 00:00:00.0		2024-06-13 21:00:00.788		2	false			false		Fase 1	1			1			0	12		4	b3c787b3459ac48df1921ab2f20c970
12433	15368		2024-05-31 00:00:00.0	2024-05-31 15:27:37.695	2024-06-07 00:00:00.0		2024-07-16 00:00:00.0		6	false			false		ABCD FEM	10		138	98			0	40		74	b3c787b3459ac48df1921ab2f20c970
105	15432		2024-06-08 00:00:00.0	2024-06-08 08:57:06.7	2024-06-17 00:00:00.0		2024-07-20 00:00:00.0		5	false			false		PROG 0806240857			134	134			0	30		3	b3c787b3459ac48df1921ab2f20c970
12214	14991		2024-04-30 00:00:00.0	2024-04-30 06:10:18.179	2024-05-07 00:00:00.0		2024-06-11 00:00:00.0		5	false			false		PROG 3004240610	13		129	129			0	30		19	b3c787b3459ac48df1921ab2f20c970
2124	14960		2024-04-25 00:00:00.0	2024-04-25 15:42:22.295	2024-05-02 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		hipertrofia	8		87	98			0	36		50	b3c787b3459ac48df1921ab2f20c970
11731	15404		2024-06-04 00:00:00.0	2024-06-04 19:11:09.173	2024-06-11 00:00:00.0		2024-07-16 00:00:00.0		5	false			false		PROG 0406241911	7			138			0	30		15	b3c787b3459ac48df1921ab2f20c970
10095	9435		2022-03-18 00:00:00.0	2022-03-18 14:27:59.215	2022-03-25 00:00:00.0		2022-04-29 00:00:00.0		5						PROG 1101220840	1		87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10513	14017		2023-12-15 00:00:00.0	2023-12-15 15:54:11.888	2023-12-22 00:00:00.0		2024-01-26 00:00:00.0		5	false			false		TREINO			125	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
11971	13763		2023-11-14 00:00:00.0	2023-11-14 06:31:56.384	2023-11-21 00:00:00.0		2023-12-26 00:00:00.0		5	false			false		HIPER/MASC			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
11948	14765		2024-03-21 00:00:00.0	2024-03-21 14:41:31.352	2024-03-28 00:00:00.0		2024-05-02 00:00:00.0		5	false			false		PROG 2809231910			98	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
12506	14961		2024-04-25 00:00:00.0	2024-04-25 15:48:23.367	2024-05-02 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		hipertrofia	6			98			0	36		22	b3c787b3459ac48df1921ab2f20c970
12400	15369		2024-05-31 00:00:00.0	2024-05-31 16:23:05.449	2024-06-07 00:00:00.0		2024-07-12 00:00:00.0		5	false			false		PROG 3105241623	3		129	129			0	30		25	b3c787b3459ac48df1921ab2f20c970
11493	14625		2024-03-06 00:00:00.0	2024-03-06 06:47:10.936	2024-03-13 00:00:00.0		2024-04-17 00:00:00.0		5	false			false		Giovanna Vieira			123	123			0	30		2	b3c787b3459ac48df1921ab2f20c970
10602	14406		2024-02-02 00:00:00.0	2024-02-02 13:33:07.173	2024-02-09 00:00:00.0		2024-03-15 00:00:00.0		5	false			false		hiper inter ABC			125	125			0	30		2	b3c787b3459ac48df1921ab2f20c970
9291	14897		2024-04-15 00:00:00.0	2024-04-15 15:00:41.168	2024-04-22 00:00:00.0		2024-05-27 00:00:00.0		5	false			false		PROG 1504241500	0		134	129			0	30		61	b3c787b3459ac48df1921ab2f20c970
10923	14816		2024-04-02 00:00:00.0	2024-04-02 07:34:09.706	2024-04-09 00:00:00.0		2024-05-14 00:00:00.0		5	false			false		HIPER/MASC	8		87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
12183	14929		2024-04-18 00:00:00.0	2024-04-18 17:03:08.101	2024-04-25 00:00:00.0		2024-06-07 00:00:00.0		5	false			false		JC 15/04	1		130	130			0	36		3	b3c787b3459ac48df1921ab2f20c970
	14964			2024-04-25 17:12:05.336					5	false			false		PROG 2604240000		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
12389	15330		2024-05-27 00:00:00.0	2024-05-27 16:42:42.32	2024-06-03 00:00:00.0		2024-07-08 00:00:00.0		5	false			false		Treino Arthur			129	129			0	30		2	b3c787b3459ac48df1921ab2f20c970
12102	14392		2024-02-01 00:00:00.0	2024-02-01 18:33:59.572	2024-02-08 00:00:00.0		2024-03-25 00:00:00.0		5	false			false		JE 01/02	2		130	130	14260		0	38		7	b3c787b3459ac48df1921ab2f20c970
906	14976		2024-04-26 00:00:00.0	2024-04-26 15:55:45.026	2024-05-03 00:00:00.0		2024-06-15 00:00:00.0		5	false			false		hipertrofia	2		98	98			0	36		25	b3c787b3459ac48df1921ab2f20c970
12014	15304		2024-05-24 00:00:00.0	2024-05-24 14:53:04.22	2024-05-31 00:00:00.0		2024-07-05 00:00:00.0		5	false			false		PROG 0310231137			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
9281	14212		2024-01-12 00:00:00.0	2024-01-12 17:16:54.438	2024-01-19 00:00:00.0		2024-02-23 00:00:00.0		5	false			false		PROG 2206230651	10		97	97			0	30		6	b3c787b3459ac48df1921ab2f20c970
9873	15318		2024-05-27 00:00:00.0	2024-05-27 06:32:43.901	2024-06-03 00:00:00.0		2024-07-15 00:00:00.0		5	false			false		1HIPERTROFIA 	12		134	134			0	35		132	b3c787b3459ac48df1921ab2f20c970
	15355			2024-05-28 17:45:22.841					5	false			false		PROG 2805241734		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
12693	15427		2024-06-14 21:00:00.788	2024-06-07 16:20:43.348	2024-06-21 21:00:00.788		2024-06-21 21:00:00.788		2	false			false		Fase 2	1			1			0	12		6	b3c787b3459ac48df1921ab2f20c970
12664	15359		2024-05-29 00:00:00.0	2024-05-29 20:40:57.03	2024-06-05 00:00:00.0		2024-07-18 00:00:00.0		5	false			false		NATHY 1				51			0	36		3	b3c787b3459ac48df1921ab2f20c970
12431	15431		2024-06-07 00:00:00.0	2024-06-07 17:16:30.624	2024-06-14 00:00:00.0		2024-07-27 00:00:00.0		5	false			false		PROG 0606241627	6		138	129			0	36		2	b3c787b3459ac48df1921ab2f20c970
5204	15362		2024-05-31 00:00:00.0	2024-05-31 07:41:19.261	2024-06-07 00:00:00.0		2024-06-03 00:00:00.0		5	false			false		PROG 1504241049	3		87	87			0	2		3	b3c787b3459ac48df1921ab2f20c970
10077	15434		2024-06-08 00:00:00.0	2024-06-08 11:04:45.47	2024-06-17 00:00:00.0		2024-07-20 00:00:00.0		5	false			false		PROG 0806241104	1		129	134			0	30		28	b3c787b3459ac48df1921ab2f20c970
12552	15406		2024-06-26 21:00:00.161	2024-06-05 16:24:03.302	2024-07-03 21:00:00.161		2024-07-17 21:00:00.161		2	false			false		Fase 2			134	1			0	12		6	b3c787b3459ac48df1921ab2f20c970
11995	14863		2024-04-10 00:00:00.0	2024-04-10 18:32:55.993	2024-04-17 00:00:00.0		2024-05-30 00:00:00.0		5	false			false		DI 09/04	9		98	130			0	36		6	b3c787b3459ac48df1921ab2f20c970
3335	15392		2024-06-18 00:00:00.0	2024-06-03 19:23:12.215	2024-06-25 21:00:00.751		2024-06-25 00:00:00.0			false			true		Fase 3			94				0			10	b3c787b3459ac48df1921ab2f20c970
12679	15409		2024-06-06 00:00:00.0	2024-06-06 16:13:29.796	2024-06-13 00:00:00.0		2024-07-26 00:00:00.0		5	false			false		Treino Arthur	1		129	129			0	36		8	b3c787b3459ac48df1921ab2f20c970
12632	15399		2024-06-03 00:00:00.0	2024-06-03 21:39:55.813	2024-06-10 00:00:00.0		2024-07-15 00:00:00.0		5	false			false		PROG 0306242139	6		138	51			0	30		43	b3c787b3459ac48df1921ab2f20c970
12387	15435		2024-06-08 00:00:00.0	2024-06-08 12:26:10.859	2024-06-17 00:00:00.0		2024-07-20 00:00:00.0		5	false			false		PROG 0806241226	8		134	134			0	30		18	b3c787b3459ac48df1921ab2f20c970
12212	15372		2024-05-31 00:00:00.0	2024-05-31 16:34:54.011	2024-06-07 00:00:00.0		2024-07-20 00:00:00.0		5	false			false		PROG 3105241623	6		129	129			0	36		2	b3c787b3459ac48df1921ab2f20c970
12666	15396		2024-06-03 00:00:00.0	2024-06-03 21:10:46.516	2024-06-10 00:00:00.0		2024-07-17 00:00:00.0		5	false			false		PROG 0306242110	8		98	129			0	32		19	b3c787b3459ac48df1921ab2f20c970
10060	9985		2022-07-08 00:00:00.0	2022-07-08 07:05:04.152	2022-07-15 00:00:00.0		2022-08-19 00:00:00.0		5						PROG 0104221451			125	87			0	30		3	b3c787b3459ac48df1921ab2f20c970
10513	14018		2024-01-27 00:00:00.0	2023-12-15 15:55:28.671	2024-02-05 00:00:00.0		2024-03-09 00:00:00.0		5	false			false		TREINO			125	123	14017		0	30		2	b3c787b3459ac48df1921ab2f20c970
268	14983		2024-04-29 00:00:00.0	2024-04-29 08:49:56.432	2024-05-06 00:00:00.0		2024-07-31 00:00:00.0		2	false			false		PROG 0710201617	22		130	51			0	27		3	b3c787b3459ac48df1921ab2f20c970
12489	15006		2024-05-02 00:00:00.0	2024-05-02 09:40:58.395	2024-05-09 00:00:00.0		2024-06-13 00:00:00.0		6	false			false		PROG 0205240940	3		134	134			0	36		21	b3c787b3459ac48df1921ab2f20c970
10409	13764		2023-11-14 00:00:00.0	2023-11-14 06:32:15.113	2023-11-21 00:00:00.0		2023-12-26 00:00:00.0		5	false			false		hipertrofia			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
11871	14649		2024-03-07 00:00:00.0	2024-03-07 20:32:45.503	2024-03-14 00:00:00.0		2024-04-18 00:00:00.0		6	false			false		PROG 0308231818	1		130	130			0	36		2	b3c787b3459ac48df1921ab2f20c970
11651	14213		2024-01-12 00:00:00.0	2024-01-12 17:17:15.683	2024-01-19 00:00:00.0		2024-02-18 00:00:00.0		5	false			false		hipertrofia			129	97			0	26		4	b3c787b3459ac48df1921ab2f20c970
11893	15081		2024-05-06 00:00:00.0	2024-05-06 09:43:18.688	2024-05-13 00:00:00.0		2024-06-17 00:00:00.0		5	false			false		PROG 1008230928			134	51			0	30		2	b3c787b3459ac48df1921ab2f20c970
387	14817		2024-04-02 00:00:00.0	2024-04-02 07:35:09.852	2024-04-09 00:00:00.0		2024-05-14 00:00:00.0		2	false			false		HIPERTROFIA FEMININO A/B/C			87	87			0	12		2	b3c787b3459ac48df1921ab2f20c970
10598	14407		2024-02-02 00:00:00.0	2024-02-02 13:33:13.951	2024-02-09 00:00:00.0		2024-03-15 00:00:00.0		5	false			false		HIPERTROFIA ABCD			125	125			0	30		2	b3c787b3459ac48df1921ab2f20c970
12267	15126		2024-05-08 00:00:00.0	2024-05-08 08:36:04.094	2024-05-15 00:00:00.0		2024-06-19 00:00:00.0		5	false			false		PROG 0805240836	6		87	134			0	30		14	b3c787b3459ac48df1921ab2f20c970
12552	15121		2024-05-07 00:00:00.0	2024-05-07 22:53:49.389	2024-05-14 00:00:00.0		2024-05-28 00:00:00.0			false			true		Fase 1	2						0			7	b3c787b3459ac48df1921ab2f20c970
12491	14980		2024-04-26 00:00:00.0	2024-04-26 21:07:41.455	2024-05-03 00:00:00.0		2024-06-07 00:00:00.0		5	false			false		PROG 2604242107	15		129	51			0	30		21	b3c787b3459ac48df1921ab2f20c970
12341	15085		2024-05-06 00:00:00.0	2024-05-06 13:22:21.591	2024-05-13 00:00:00.0		2024-06-25 00:00:00.0		5	false			false		hipertrofia	9		98	98			0	36		24	b3c787b3459ac48df1921ab2f20c970
12365	14965		2024-04-25 00:00:00.0	2024-04-25 17:13:36.906	2024-05-02 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		PROG 2604240000			129	129			0	36		2	b3c787b3459ac48df1921ab2f20c970
12514	15042		2024-05-03 00:00:00.0	2024-05-03 08:51:01.26	2024-05-10 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		PROG 0305240851	32		134	134			0	30		69	b3c787b3459ac48df1921ab2f20c970
10457	15011		2024-05-02 00:00:00.0	2024-05-02 17:47:46.361	2024-05-09 00:00:00.0		2024-06-13 00:00:00.0		5	false			false		Inter Alex			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
6125	14982		2024-04-28 00:00:00.0	2024-04-28 20:22:03.674	2024-05-06 00:00:00.0		2024-06-09 00:00:00.0		5	false			false		PROG 0409230619	0		134	123			0	30		50	b3c787b3459ac48df1921ab2f20c970
12035	15086		2024-05-06 00:00:00.0	2024-05-06 15:12:37.0	2024-05-13 00:00:00.0		2024-06-17 00:00:00.0		5	false			false		HIPER/MASC	6		98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
11960	15101		2024-05-07 00:00:00.0	2024-05-07 10:32:11.538	2024-05-14 00:00:00.0		2024-06-18 00:00:00.0		5	false			false		PROG 1501241826	7		129	123			0	30		23	b3c787b3459ac48df1921ab2f20c970
1123	15095		2024-05-07 00:00:00.0	2024-05-07 06:50:44.787	2024-05-14 00:00:00.0		2024-06-18 00:00:00.0		5	false			false		bora secar	4		87	134			0	30		8	b3c787b3459ac48df1921ab2f20c970
	15088			2024-05-06 17:49:43.413					5	false			false		PROG 3004240610		true		129			0	36		1	b3c787b3459ac48df1921ab2f20c970
11834	14864		2024-04-10 00:00:00.0	2024-04-10 18:34:59.751	2024-04-17 00:00:00.0		2024-05-22 00:00:00.0		5	false			false		MR 10/04	12		130	130			0	30		33	b3c787b3459ac48df1921ab2f20c970
12556	15127		2024-05-08 00:00:00.0	2024-05-08 09:31:26.829	2024-05-15 00:00:00.0		2024-06-27 00:00:00.0		5	false			false		Freepass	2		134	134			0	36		4	b3c787b3459ac48df1921ab2f20c970
12177	15062		2024-06-19 00:00:00.0	2024-05-03 18:49:29.72	2024-06-26 00:00:00.0		2024-08-08 00:00:00.0		5	false			false		PROG 0305241849	9		129	129			0	36		24	b3c787b3459ac48df1921ab2f20c970
4886	15043		2024-05-03 00:00:00.0	2024-05-03 10:37:39.307	2024-05-10 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		PROG 0305241037	1		134	134			0	30		9	b3c787b3459ac48df1921ab2f20c970
11081	14988		2024-04-29 00:00:00.0	2024-04-29 21:11:10.438	2024-05-06 00:00:00.0		2024-06-10 00:00:00.0		5	false			false		PROG 2904242111				129			0	30		15	b3c787b3459ac48df1921ab2f20c970
12505	14995		2024-04-30 00:00:00.0	2024-04-30 18:34:23.199	2024-05-07 00:00:00.0		2024-06-11 00:00:00.0		5	false			false		PROG 3004241834			130	51			0	30		24	b3c787b3459ac48df1921ab2f20c970
9800	15082		2024-05-06 00:00:00.0	2024-05-06 10:33:36.627	2024-05-13 00:00:00.0		2024-06-17 00:00:00.0		5	false			false		Novo treino 			129	51			0	30		2	b3c787b3459ac48df1921ab2f20c970
10288	15100		2024-05-07 00:00:00.0	2024-05-07 09:59:28.325	2024-05-14 00:00:00.0		2024-06-18 00:00:00.0		5	false			false		HIPER/FEM			134	51			0	30		2	b3c787b3459ac48df1921ab2f20c970
9895	14996		2024-04-30 00:00:00.0	2024-04-30 19:35:13.628	2024-05-07 00:00:00.0		2024-06-11 00:00:00.0		2	false			false		PROG 1108220648			134	51			0	12		2	b3c787b3459ac48df1921ab2f20c970
132	15041		2024-05-03 00:00:00.0	2024-05-03 08:18:57.418	2024-05-10 00:00:00.0		2024-06-14 00:00:00.0		2	false			false		PROG 0305240818			87	134			0	12		9	b3c787b3459ac48df1921ab2f20c970
10355	9770		2022-05-26 00:00:00.0	2022-05-26 15:51:02.776	2022-06-02 00:00:00.0		2022-07-07 00:00:00.0		5						PROG hipertrofia	5		87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10841	15023		2024-05-03 00:00:00.0	2024-05-03 06:05:32.847	2024-05-10 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		hipertrofia			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
10320	9436		2022-03-18 00:00:00.0	2022-03-18 14:29:18.428	2022-03-25 00:00:00.0		2022-04-29 00:00:00.0		5						Emagrecimento Rood			87	87			0	30		2	b3c787b3459ac48df1921ab2f20c970
9747	15063		2024-05-04 00:00:00.0	2024-05-04 11:54:57.332	2024-05-13 00:00:00.0		2024-06-15 00:00:00.0		5	false			false		VC 29/02			130	51			0	30		2	b3c787b3459ac48df1921ab2f20c970
1179	15044		2024-05-03 00:00:00.0	2024-05-03 13:46:11.61	2024-05-10 00:00:00.0		2024-06-14 00:00:00.0		5	false			false		ADAPTAÇÃO			87	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
1068	14981		2024-05-02 00:00:00.0	2024-04-27 10:32:20.305	2024-05-09 00:00:00.0		2024-06-21 00:00:00.0		5	false			false		HIPER/FEM	1		98	87	10874		0	36		2	b3c787b3459ac48df1921ab2f20c970
12530	15007		2024-05-02 00:00:00.0	2024-05-02 10:37:05.776	2024-05-09 00:00:00.0		2024-06-13 00:00:00.0		5	false			false		PROG 0205241037	6		87	134			0	30		18	b3c787b3459ac48df1921ab2f20c970
3889	15079		2024-05-06 00:00:00.0	2024-05-06 09:18:31.755	2024-05-13 00:00:00.0		2024-06-25 00:00:00.0		5	false			false		HIPER/MASC	2		129	134			0	36		2	b3c787b3459ac48df1921ab2f20c970
1656	15105		2024-05-07 00:00:00.0	2024-05-07 15:52:03.391	2024-05-14 00:00:00.0		2024-06-26 00:00:00.0		5	false			false		Hipertrofia				98			0	36		13	b3c787b3459ac48df1921ab2f20c970
11935	15305		2024-05-24 00:00:00.0	2024-05-24 14:53:16.241	2024-05-31 00:00:00.0		2024-07-05 00:00:00.0		5	false			false		TREINO			98	98			0	30		2	b3c787b3459ac48df1921ab2f20c970
